"","Ga","Method"
"602",6.53124385114938,"SP(2.0)"
"603",3.04925482422804,"SP(2.0)"
"604",2.82688876718907,"SP(2.0)"
"605",3.29368269117977,"SP(2.0)"
"606",3.14552249666182,"SP(2.0)"
"607",3.19634932083572,"SP(2.0)"
"608",2.94912499644967,"SP(2.0)"
"609",4.11869132519194,"SP(2.0)"
"610",3.81145166736993,"SP(2.0)"
"611",2.99220126644202,"SP(2.0)"
"612",3.71074789237268,"SP(2.0)"
"613",4.67646323755753,"SP(2.0)"
"614",4.18497176682619,"SP(2.0)"
"615",2.88358157726762,"SP(2.0)"
"616",4.71271701374908,"SP(2.0)"
"617",3.19553143258944,"SP(2.0)"
"618",5.02195694659931,"SP(2.0)"
"619",2.81490697903517,"SP(2.0)"
"620",2.90835433784183,"SP(2.0)"
"621",2.97136488521857,"SP(2.0)"
"622",3.02331468484976,"SP(2.0)"
"623",3.44244325377228,"SP(2.0)"
"624",3.61649085024046,"SP(2.0)"
"625",3.7593256955131,"SP(2.0)"
"626",3.48629765906305,"SP(2.0)"
"627",3.74265581787168,"SP(2.0)"
"628",2.93654022034857,"SP(2.0)"
"629",3.0855173867873,"SP(2.0)"
"630",3.5554128992233,"SP(2.0)"
"631",3.39828902164518,"SP(2.0)"
"632",3.89590742358261,"SP(2.0)"
"633",2.97050559757013,"SP(2.0)"
"634",3.84857611777586,"SP(2.0)"
"635",6.21175411615878,"SP(2.0)"
"636",3.21652514579441,"SP(2.0)"
"637",3.52768279101566,"SP(2.0)"
"638",3.1403298586638,"SP(2.0)"
"639",3.22190940948839,"SP(2.0)"
"640",4.68579459408037,"SP(2.0)"
"641",3.4225669640168,"SP(2.0)"
"642",2.57386286090529,"SP(2.0)"
"643",3.29386205497334,"SP(2.0)"
"644",3.71971529747545,"SP(2.0)"
"645",3.80221158866167,"SP(2.0)"
"646",2.81136977400375,"SP(2.0)"
"647",3.4251643577606,"SP(2.0)"
"648",3.44397182203081,"SP(2.0)"
"649",3.58091416153463,"SP(2.0)"
